Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
5325.85,113.33,149.9969,9.4515,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3106,150.1076,150.6089,12.4325,150.1143,341.81,359.00,359.82,151.5589,12.1203,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5326.40,113.33,149.9969,9.4260,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2851,150.1076,150.6089,12.4070,150.1143,341.81,359.00,359.82,151.5589,12.0949,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5326.92,113.33,149.9969,9.4533,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3124,150.1076,150.6089,12.4343,150.1143,341.81,359.00,359.82,151.5589,12.1222,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5327.45,113.33,149.9969,9.4449,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3040,150.1076,150.6089,12.4259,150.1143,341.81,359.00,359.82,151.5589,12.1138,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5328.01,113.33,149.9969,9.4471,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3062,150.1076,150.6089,12.4281,150.1143,341.81,359.00,359.82,151.5589,12.1160,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5328.53,113.33,149.9969,9.4387,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2978,150.1076,150.6089,12.4197,150.1143,341.81,359.00,359.82,151.5589,12.1076,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5329.07,113.33,149.9969,9.4481,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3072,150.1076,150.6089,12.4291,150.1143,341.81,359.00,359.82,151.5589,12.1170,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5329.64,113.33,149.9969,9.4329,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2920,150.1076,150.6089,12.4139,150.1143,341.81,359.00,359.82,151.5589,12.1018,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5330.20,113.33,149.9969,9.4300,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2891,150.1076,150.6089,12.4110,150.1143,341.81,359.00,359.82,151.5589,12.0989,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5330.72,113.33,149.9969,9.4273,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2864,150.1076,150.6089,12.4083,150.1143,341.81,359.00,359.82,151.5589,12.0962,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5331.25,113.33,149.9969,9.4470,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3061,150.1076,150.6089,12.4280,150.1143,341.81,359.00,359.82,151.5589,12.1159,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5331.80,113.33,149.9969,9.4234,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2825,150.1076,150.6089,12.4044,150.1143,341.81,359.00,359.82,151.5589,12.0923,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5332.33,113.33,149.9969,9.4531,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3122,150.1076,150.6089,12.4341,150.1143,341.81,359.00,359.82,151.5589,12.1220,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5332.85,113.33,149.9969,9.4407,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2998,150.1076,150.6089,12.4217,150.1143,341.81,359.00,359.82,151.5589,12.1096,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5333.41,113.33,149.9969,9.4506,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3097,150.1076,150.6089,12.4316,150.1143,341.81,359.00,359.82,151.5589,12.1195,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5333.93,113.33,149.9969,9.4416,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3007,150.1076,150.6089,12.4226,150.1143,341.81,359.00,359.82,151.5589,12.1105,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5334.46,113.33,149.9969,9.4305,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2896,150.1076,150.6089,12.4115,150.1143,341.81,359.00,359.82,151.5589,12.0994,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5335.01,113.33,149.9969,9.4389,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2980,150.1076,150.6089,12.4199,150.1143,341.81,359.00,359.82,151.5589,12.1078,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5335.54,113.33,149.9969,9.4330,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2921,150.1076,150.6089,12.4140,150.1143,341.81,359.00,359.82,151.5589,12.1019,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5336.07,113.33,149.9969,9.4523,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3114,150.1076,150.6089,12.4333,150.1143,341.81,359.00,359.82,151.5589,12.1212,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5336.62,113.33,149.9969,9.4289,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2880,150.1076,150.6089,12.4099,150.1143,341.81,359.00,359.82,151.5589,12.0978,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5337.14,113.33,149.9969,9.4256,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2847,150.1076,150.6089,12.4066,150.1143,341.81,359.00,359.82,151.5589,12.0945,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5337.67,113.33,149.9969,9.4422,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3013,150.1076,150.6089,12.4232,150.1143,341.81,359.00,359.82,151.5589,12.1111,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5338.23,113.33,149.9969,9.4513,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3104,150.1076,150.6089,12.4323,150.1143,341.81,359.00,359.82,151.5589,12.1202,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5338.80,113.33,149.9969,9.4341,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2932,150.1076,150.6089,12.4151,150.1143,341.81,359.00,359.82,151.5589,12.1030,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5339.32,113.33,149.9969,9.4285,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2876,150.1076,150.6089,12.4095,150.1143,341.81,359.00,359.82,151.5589,12.0974,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5339.85,113.33,149.9969,9.4474,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3065,150.1076,150.6089,12.4284,150.1143,341.81,359.00,359.82,151.5589,12.1163,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5340.40,113.33,149.9969,9.4240,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2831,150.1076,150.6089,12.4050,150.1143,341.81,359.00,359.82,151.5589,12.0929,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5340.92,113.33,149.9969,9.4217,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2808,150.1076,150.6089,12.4027,150.1143,341.81,359.00,359.82,151.5589,12.0906,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5341.45,113.33,149.9969,9.4386,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2977,150.1076,150.6089,12.4196,150.1143,341.81,359.00,359.82,151.5589,12.1075,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5342.01,113.33,149.9969,9.4469,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3061,150.1076,150.6089,12.4280,150.1143,341.81,359.00,359.82,151.5589,12.1158,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5342.53,113.33,149.9969,9.4382,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2973,150.1076,150.6089,12.4192,150.1143,341.81,359.00,359.82,151.5589,12.1071,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5343.06,113.33,149.9969,9.4241,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2832,150.1076,150.6089,12.4051,150.1143,341.81,359.00,359.82,151.5589,12.0930,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5343.62,113.33,149.9969,9.4335,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2926,150.1076,150.6089,12.4145,150.1143,341.81,359.00,359.82,151.5589,12.1023,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5344.14,113.33,149.9969,9.4290,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2881,150.1076,150.6089,12.4100,150.1143,341.81,359.00,359.82,151.5589,12.0979,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5344.67,113.33,149.9969,9.4463,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3054,150.1076,150.6089,12.4273,150.1143,341.81,359.00,359.82,151.5589,12.1152,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5345.22,113.33,149.9969,9.4267,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2858,150.1076,150.6089,12.4077,150.1143,341.81,359.00,359.82,151.5589,12.0956,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5345.74,113.33,149.9969,9.4271,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2862,150.1076,150.6089,12.4081,150.1143,341.81,359.00,359.82,151.5589,12.0959,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5346.27,113.33,149.9969,9.4478,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3069,150.1076,150.6089,12.4288,150.1143,341.81,359.00,359.82,151.5589,12.1167,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5346.82,113.33,149.9969,9.4242,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2833,150.1076,150.6089,12.4052,150.1143,341.81,359.00,359.82,151.5589,12.0930,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5347.34,113.33,149.9969,9.4227,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2818,150.1076,150.6089,12.4037,150.1143,341.81,359.00,359.82,151.5589,12.0916,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5347.88,113.33,149.9969,9.4216,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2807,150.1076,150.6089,12.4026,150.1143,341.81,359.00,359.82,151.5589,12.0905,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5348.44,113.33,149.9969,9.4270,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2861,150.1076,150.6089,12.4080,150.1143,341.81,359.00,359.82,151.5589,12.0959,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5349.02,113.33,149.9969,9.4261,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2852,150.1076,150.6089,12.4071,150.1143,341.81,359.00,359.82,151.5589,12.0950,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5349.55,113.33,149.9969,9.4513,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3104,150.1076,150.6089,12.4323,150.1143,341.81,359.00,359.82,151.5589,12.1202,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5350.07,113.33,149.9969,9.4385,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2976,150.1076,150.6089,12.4195,150.1143,341.81,359.00,359.82,151.5589,12.1074,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5350.63,113.33,149.9969,9.4515,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3106,150.1076,150.6089,12.4325,150.1143,341.81,359.00,359.82,151.5589,12.1204,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5351.15,113.33,149.9969,9.4474,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3065,150.1076,150.6089,12.4284,150.1143,341.81,359.00,359.82,151.5589,12.1163,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5351.67,113.33,149.9969,9.4361,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2952,150.1076,150.6089,12.4171,150.1143,341.81,359.00,359.82,151.5589,12.1050,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5352.23,113.33,149.9969,9.4456,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3047,150.1076,150.6089,12.4266,150.1143,341.81,359.00,359.82,151.5589,12.1145,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5352.75,113.33,149.9969,9.4373,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2964,150.1076,150.6089,12.4183,150.1143,341.81,359.00,359.82,151.5589,12.1062,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5353.28,113.33,149.9969,9.4254,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2845,150.1076,150.6089,12.4064,150.1143,341.81,359.00,359.82,151.5589,12.0943,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5353.84,113.33,149.9969,9.4338,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2929,150.1076,150.6089,12.4148,150.1143,341.81,359.00,359.82,151.5589,12.1026,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5354.39,113.33,149.9969,9.4365,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2956,150.1076,150.6089,12.4175,150.1143,341.81,359.00,359.82,151.5589,12.1054,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5354.92,113.33,149.9969,9.4237,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2828,150.1076,150.6089,12.4047,150.1143,341.81,359.00,359.82,151.5589,12.0926,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5355.46,113.33,149.9969,9.4243,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2834,150.1076,150.6089,12.4053,150.1143,341.81,359.00,359.82,151.5589,12.0932,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5356.02,113.33,149.9969,9.4313,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2904,150.1076,150.6089,12.4123,150.1143,341.81,359.00,359.82,151.5589,12.1002,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5356.54,113.33,149.9969,9.4265,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2857,150.1076,150.6089,12.4076,150.1143,341.81,359.00,359.82,151.5589,12.0954,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5357.08,113.33,149.9969,9.4260,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2851,150.1076,150.6089,12.4070,150.1143,341.81,359.00,359.82,151.5589,12.0949,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5357.65,113.33,149.9969,9.4499,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9795,12.3090,150.1076,150.6089,12.4309,150.1143,341.81,359.00,359.82,151.5589,12.1188,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5358.22,113.33,149.9969,9.4312,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2903,150.1076,150.6089,12.4122,150.1143,341.81,359.00,359.82,151.5589,12.1001,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5358.74,113.33,149.9969,9.4243,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2834,150.1076,150.6089,12.4053,150.1143,341.81,359.00,359.82,151.5589,12.0932,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5359.27,113.33,149.9969,9.4456,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3047,150.1076,150.6089,12.4266,150.1143,341.81,359.00,359.82,151.5589,12.1144,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5359.83,113.33,149.9969,9.4514,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3105,150.1076,150.6089,12.4324,150.1143,341.81,359.00,359.82,151.5589,12.1203,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5360.35,113.33,149.9969,9.4461,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3052,150.1076,150.6089,12.4271,150.1143,341.81,359.00,359.82,151.5589,12.1149,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5360.88,113.33,149.9969,9.4317,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2908,150.1076,150.6089,12.4127,150.1143,341.81,359.00,359.82,151.5589,12.1006,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5361.43,113.33,149.9969,9.4473,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3064,150.1076,150.6089,12.4283,150.1143,341.81,359.00,359.82,151.5589,12.1161,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5361.96,113.33,149.9969,9.4353,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2944,150.1076,150.6089,12.4163,150.1143,341.81,359.00,359.82,151.5589,12.1042,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5362.48,113.33,149.9969,9.4247,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2838,150.1076,150.6089,12.4057,150.1143,341.81,359.00,359.82,151.5589,12.0935,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5363.04,113.33,149.9969,9.4305,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2896,150.1076,150.6089,12.4115,150.1143,341.81,359.00,359.82,151.5589,12.0994,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5363.59,113.33,149.9969,9.4378,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2969,150.1076,150.6089,12.4188,150.1143,341.81,359.00,359.82,151.5589,12.1066,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5364.12,113.33,149.9969,9.4352,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2943,150.1076,150.6089,12.4162,150.1143,341.81,359.00,359.82,151.5589,12.1041,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5364.65,113.33,149.9969,9.4538,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3129,150.1076,150.6089,12.4348,150.1143,341.81,359.00,359.82,151.5589,12.1227,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5365.20,113.33,149.9969,9.4229,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2820,150.1076,150.6089,12.4039,150.1143,341.81,359.00,359.82,151.5589,12.0918,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5365.72,113.33,149.9969,9.4209,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2800,150.1076,150.6089,12.4019,150.1143,341.81,359.00,359.82,151.5589,12.0897,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5366.26,113.33,149.9969,9.4354,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2945,150.1076,150.6089,12.4164,150.1143,341.81,359.00,359.82,151.5589,12.1042,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5366.82,113.33,149.9969,9.4233,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2824,150.1076,150.6089,12.4043,150.1143,341.81,359.00,359.82,151.5589,12.0922,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5367.35,113.33,149.9969,9.4536,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3127,150.1076,150.6089,12.4346,150.1143,341.81,359.00,359.82,151.5589,12.1225,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5367.87,113.33,149.9969,9.4410,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3001,150.1076,150.6089,12.4220,150.1143,341.81,359.00,359.82,151.5589,12.1098,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5368.43,113.33,149.9969,9.4504,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3095,150.1076,150.6089,12.4314,150.1143,341.81,359.00,359.82,151.5589,12.1193,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5368.95,113.33,149.9969,9.4453,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3044,150.1076,150.6089,12.4263,150.1143,341.81,359.00,359.82,151.5589,12.1142,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
5369.48,113.33,149.9969,9.4291,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2882,150.1076,150.6089,12.4101,150.1143,341.81,359.00,359.82,151.5589,12.0980,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
